Index,Name,Form,Pokemon Number,Gender,CP,HP,Atk IV,Def IV,Sta IV,IV Avg,Level Min,Level Max,Quick Move,Charge Move,Charge Move 2,Scan Date,Original Scan Date,Catch Date,Weight,Height,Lucky,Shadow/Purified,Favorite,Dust,Rank % (G),Rank # (G),Stat Prod (G),Dust Cost (G),Candy Cost (G),Name (G),Form (G),Sha/Pur (G),Rank % (U),Rank # (U),Stat Prod (U),Dust Cost (U),Candy Cost (U),Name (U),Form (U),Sha/Pur (U),Rank % (L),Rank # (L),Stat Prod (L),Dust Cost (L),Candy Cost (L),Name (L),Form (L),Sha/Pur (L),Marked for PvP use
266,Staryu,,120,,471,60,11,10,14,77.8,15.0,15.0,Tackle,Bubble Beam,,"2023-02-19 16:09","2023-02-17 00:13",2/16/2023,39.12kg,0.9m,0,0,0,1900,87.81%,500,96.99%,26400,74,Starmie,,0,70.23%,1220,96.63%,246400,318,Starmie,,0,44.10%,2290,92.35%,1900,2,Staryu,,0,
267,Marill,,183,♀,285,126,6,11,10,60.0,27.0,27.0,Bubble,Bubble Beam,,"2023-02-19 16:09","2023-02-17 00:13",2/16/2023,1.8kg,0.21m,0,0,0,4500,75.34%,1011,96.15%,242000,231,Azumarill,,0,64.96%,1436,88.88%,428000,231,Azumarill,,0,53.85%,1891,80.69%,428000,206,Marill,,0,
268,Sandile,,551,♀,580,90,12,15,15,93.3,20.0,20.0,Bite,Dig,,"2023-02-17 00:13","2023-02-17 00:13",2/16/2023,19.79kg,0.8m,0,0,0,2500,96.00%,165,97.33%,350000,273,Krokorok,,0,83.35%,683,97.48%,65000,183,Krookodile,,0,,,,,,,,,
269,Oddish,,43,♂,542,76,8,8,10,57.8,17.0,17.0,,,,"2023-02-17 00:12","2023-02-17 00:12",2/16/2023,2.4kg,9.39m,0,0,0,2200,66.32%,1380,95.93%,41300,162,Bellossom,,0,47.11%,2167,95.61%,302800,385,Vileplume,,0,,,,,,,,,
270,Swirlix,,684,♂,611,95,15,10,6,68.9,19.0,19.0,Tackle,Energy Ball,,"2023-02-17 00:12","2023-02-17 00:12",2/16/2023,3.46kg,0.43m,0,0,0,2500,12.99%,3564,92.66%,32500,79,Slurpuff,,0,86.64%,548,93.28%,480000,302,Slurpuff,,0,,,,,,,,,
271,Scatterbug,,664,♂,194,67,10,13,14,82.2,15.0,15.0,,,,"2023-02-17 00:12","2023-02-17 00:12",2/16/2023,,,0,0,0,1900,47.89%,2135,94.73%,86400,203,Vivillon,,0,96.56%,142,95.18%,496400,393,Vivillon,,0,98.85%,48,97.26%,496400,293,Spewpa,,0,
272,Kirlia,,281,♀,397,67,12,12,14,84.4,15.0,15.0,,,,"2023-02-17 00:12","2023-02-17 00:12",2/16/2023,,,0,0,0,1900,33.92%,2707,94.05%,7600,108,Gardevoir,Normal,0,31.48%,2807,95.32%,81900,174,Gardevoir,Normal,0,36.46%,2603,91.41%,14200,14,Kirlia,,0,
273,Throh,,538,♂,1183,150,8,12,13,73.3,17.0,17.0,Zen Headbutt,Body Slam,,"2023-02-17 00:11","2023-02-16 16:09",2/16/2023,59.56kg,1.32m,0,0,3,2200,91.23%,360,97.63%,21800,19,Throh,,0,78.32%,889,97.01%,280800,260,Throh,,0,,,,,,,,,
274,Togedemaru,,777,♂,445,63,6,9,6,46.7,8.0,8.0,Thunder Shock,Gyro Ball,,"2023-02-17 00:11","2023-02-17 00:11",2/16/2023,3.81kg,0.34m,0,0,0,800,78.88%,866,96.39%,81600,80,Togedemaru,,0,48.23%,2121,87.70%,513600,290,Togedemaru,,0,18.78%,3327,89.45%,800,1,Togedemaru,,0,
275,Bulbasaur,,1,♂,395,67,8,6,7,46.7,14.0,14.0,,,,"2023-02-17 00:11","2023-02-16 16:12",2/16/2023,,,0,0,0,1600,52.14%,1961,95.30%,211600,243,Ivysaur,,0,31.40%,2810,95.24%,229600,367,Venusaur,Normal,0,44.76%,2263,92.19%,13000,14,Bulbasaur,,0,
276,Panpour,,515,♂,582,95,10,10,12,71.1,23.0,23.0,,,,"2023-02-16 16:21","2023-02-16 16:21",11/29/2022,,,0,0,0,3500,30.60%,2843,93.93%,0,50,Simipour,,0,82.10%,734,96.26%,414000,282,Simipour,,0,,,,,,,,,
277,Pikachu,Normal,25,♂,592,77,10,6,5,46.7,25.0,25.0,,,,"2023-02-16 16:17","2023-02-16 16:17",2/3/2023,,,0,0,0,4000,28.74%,2919,93.42%,8000,56,Raichu,Normal,0,41.00%,2417,87.10%,444000,270,Raichu,Normal,0,,,,,,,,,
278,Pikachu,Normal,25,♀,535,73,10,11,6,60.0,22.0,22.0,,,,"2023-02-16 16:17","2023-02-16 16:17",2/7/2023,,,0,0,0,3000,52.99%,1926,94.54%,24000,71,Raichu,Normal,0,71.16%,1182,90.55%,464000,288,Raichu,Normal,0,,,,,,,,,
279,Throh,,538,♂,1618,173,15,4,11,66.7,23.0,23.0,,,,"2023-02-16 16:09","2023-02-16 16:09",11/26/2022,,,0,0,0,3500,,,,,,,,,7.59%,3785,93.59%,228000,232,Throh,,0,,,,,,,,,
280,Kingler,,99,♀,499,52,6,4,4,31.1,7.0,7.0,,,,"2023-02-16 09:39","2023-02-16 09:39",1/21/2023,,,0,0,0,800,65.30%,1422,95.90%,42700,46,Kingler,,0,18.12%,3354,94.72%,227200,238,Kingler,,0,90.55%,388,96.61%,0,0,Kingler,,0,
281,Krabby,,98,♂,426,47,11,14,10,77.8,10.0,10.0,,,,"2023-02-16 09:38","2023-02-16 09:38",8/23/2016,,,0,0,0,1000,68.47%,1292,95.56%,270000,286,Krabby,,0,68.94%,1273,96.71%,158000,202,Kingler,,0,50.09%,2045,92.43%,3300,4,Krabby,,0,
282,Starmie,,121,,1315,95,14,15,13,93.3,18.0,18.0,,,,"2023-02-16 09:15","2023-02-16 09:15",1/20/2023,,,0,0,3,2200,81.64%,753,96.52%,11900,10,Starmie,,0,38.66%,2513,95.39%,196400,202,Starmie,,0,,,,,,,,,
283,Golduck,,55,♀,963,100,14,13,12,86.7,14.0,14.0,,,,"2023-02-16 09:12","2023-02-16 09:12",11/17/2022,,,0,0,3,1600,38.68%,2512,94.61%,32600,31,Golduck,,0,59.15%,1674,96.20%,313600,272,Golduck,,0,,,,,,,,,
284,Wailmer,,320,♂,514,141,0,13,6,42.2,14.0,14.0,,,,"2023-02-16 08:57","2023-02-16 08:57",2/3/2023,,,0,0,0,1600,99.29%,30,98.76%,59600,455,Wailord,,0,56.43%,1785,90.79%,499600,672,Wailord,,0,,,,,,,,,
285,Wailmer,,320,♀,144,73,8,14,10,71.1,4.0,4.0,,,,"2023-02-16 08:57","2023-02-16 08:57",2/3/2023,,,0,0,0,400,91.58%,346,96.61%,419400,298,Wailmer,,0,90.96%,371,96.86%,518400,698,Wailord,,0,80.66%,793,94.87%,14300,20,Wailmer,,0,
286,Wailmer,,320,♂,55,48,1,5,12,40.0,2.0,2.0,,,,"2023-02-16 08:57","2023-02-16 08:57",2/3/2023,,,0,0,0,0,72.19%,1140,95.52%,83600,488,Wailord,,0,21.73%,3206,85.42%,519600,702,Wailord,,0,90.33%,397,95.99%,20000,30,Wailmer,,0,
287,Nidoran♂,,32,♂,237,65,1,1,12,31.1,12.0,12.0,,,,"2023-02-16 08:53","2023-02-16 08:53",2/9/2023,,,0,0,0,1300,40.17%,2451,94.18%,44400,170,Nidoking,,0,75.24%,1015,96.85%,419400,405,Nidoking,,0,66.23%,1384,93.48%,7400,35,Nidorino,,0,
288,Nidoran♂,,32,♂,244,57,14,8,0,48.9,11.0,11.0,,,,"2023-02-16 08:53","2023-02-16 08:53",2/9/2023,,,0,0,0,1300,53.68%,1898,90.64%,508000,309,Nidorino,,0,2.98%,3974,93.27%,311000,409,Nidoking,,0,21.29%,3224,90.47%,6800,35,Nidorino,,0,
289,Nidorino,,33,♂,239,55,3,14,2,42.2,7.0,7.0,,,,"2023-02-16 08:52","2023-02-02 15:31",7/15/2016,,,0,0,0,800,,,,,,,,,81.51%,758,97.16%,377200,392,Nidoking,,0,,,,,,,,,U
290,Nidorino,,33,♂,411,75,10,8,15,73.3,11.0,11.0,,,,"2023-02-16 08:52","2023-02-07 19:12",8/1/2016,,,0,0,0,1300,88.79%,460,96.32%,508000,284,Nidorino,,0,47.62%,2146,95.73%,278000,384,Nidoking,,0,35.29%,2651,91.51%,5200,8,Nidorino,,0,
291,Nidoran♀,,29,♀,477,101,11,2,12,55.6,23.0,23.0,,,,"2023-02-16 08:52","2023-02-16 08:52",2/9/2023,,,0,0,0,3500,55.56%,1821,85.96%,458000,257,Nidorina,,0,42.03%,2375,95.37%,333000,357,Nidoqueen,,0,28.91%,2912,90.28%,7000,6,Nidoran♀,,0,
292,Nidoran♀,,29,♀,238,72,2,1,5,17.8,13.0,13.0,,,,"2023-02-16 08:52","2023-02-16 08:52",2/9/2023,,,0,0,0,1600,76.34%,970,96.26%,51800,175,Nidoqueen,,0,30.18%,2860,94.87%,502800,401,Nidoqueen,,0,74.51%,1045,94.40%,10200,37,Nidorina,,0,
293,Nidoran♂,,32,♂,512,87,15,9,9,73.3,22.0,22.0,,,,"2023-02-16 08:51","2023-02-16 08:51",2/9/2023,,,0,0,0,3000,81.56%,756,95.08%,434000,263,Nidorino,,0,27.64%,2964,94.94%,224000,363,Nidoking,,0,,,,,,,,,
294,Nidoran♀,,29,♀,541,99,12,14,3,64.4,25.0,25.0,,,,"2023-02-16 08:51","2023-02-16 08:51",2/9/2023,,,0,0,0,4000,85.71%,586,90.82%,444000,245,Nidorina,,0,45.79%,2221,95.52%,282000,345,Nidoqueen,,0,,,,,,,,,
295,Nidoran♂,,32,♂,441,80,12,7,5,53.3,20.0,20.0,,,,"2023-02-16 08:51","2023-02-16 08:51",2/9/2023,,,0,0,0,2500,18.44%,3341,93.06%,8000,132,Nidoking,,0,13.70%,3535,94.25%,278000,373,Nidoking,,0,23.86%,3119,90.89%,14000,13,Nidoran♂,,0,
296,Nidoran♂,,32,♂,292,65,10,12,7,64.4,13.0,13.0,,,,"2023-02-16 08:51","2023-02-16 08:51",2/9/2023,,,0,0,0,1600,79.27%,850,94.68%,502800,301,Nidorino,,0,60.98%,1599,96.25%,294800,401,Nidoking,,0,47.28%,2160,92.61%,38800,38,Nidoran♂,,0,
297,Nidoran♀,,29,♀,293,74,13,5,4,48.9,14.0,14.0,,,,"2023-02-16 08:51","2023-02-16 08:51",2/9/2023,,,0,0,0,1600,1.90%,4018,91.56%,35600,159,Nidoqueen,,0,7.40%,3793,93.62%,361600,397,Nidoqueen,,0,32.65%,2759,91.42%,1600,27,Nidorina,,0,
298,Nidoran♀,,29,♀,155,55,9,3,1,28.9,8.0,8.0,,,,"2023-02-16 08:51","2023-02-16 08:51",2/9/2023,,,0,0,0,800,19.12%,3313,93.38%,55600,183,Nidoqueen,,0,13.06%,3561,94.01%,455600,415,Nidoqueen,,0,17.68%,3372,90.19%,17200,47,Nidorina,,0,
299,Helioptile,,694,♀,751,99,11,11,8,66.7,31.0,31.0,,,,"2023-02-16 08:50","2023-02-16 08:50",2/1/2023,,,0,0,0,6000,83.39%,681,88.08%,390000,174,Helioptile,,0,40.98%,2418,95.62%,150000,224,Heliolisk,,0,,,,,,,,,
300,Chansey,,113,♀,494,258,10,11,13,75.6,15.0,15.0,,,,"2023-02-16 08:46","2023-02-16 08:46",1/20/2023,,,0,0,0,1900,19.54%,3296,92.82%,18900,68,Blissey,,0,53.63%,1900,95.71%,182400,230,Blissey,,0,44.05%,2292,90.20%,0,0,Chansey,,0,
301,Delcatty,,301,♀,951,123,5,4,13,48.9,25.0,25.0,,,,"2023-02-16 08:33","2023-02-16 08:33",2/7/2023,,,0,0,3,4000,77.39%,927,95.09%,429000,220,Delcatty,,0,41.54%,2395,84.88%,444000,220,Delcatty,,0,,,,,,,,,
302,Furfrou,,676,♀,1270,121,0,9,5,31.1,24.0,24.0,,,,"2023-02-16 08:32","2023-02-16 08:32",2/6/2023,,,0,0,3,3500,80.66%,793,96.54%,32000,28,Furfrou,,0,15.58%,3458,84.28%,451000,226,Furfrou,,0,,,,,,,,,
303,Furfrou,,676,♀,1380,124,7,8,6,46.7,25.0,25.0,,,,"2023-02-16 08:32","2023-02-16 08:32",2/11/2023,,,0,0,3,4000,52.36%,1952,95.04%,16000,14,Furfrou,,0,45.93%,2215,87.94%,444000,220,Furfrou,,0,,,,,,,,,
304,Escavalier,,589,♂,1558,104,11,12,3,57.8,20.0,20.0,,,,"2023-02-16 08:30","2023-02-16 08:30",8/12/2022,,,0,0,0,2500,,,,,,,,,36.83%,2588,95.60%,123000,114,Escavalier,,0,,,,,,,,,
305,Karrablast,,588,♂,562,88,4,4,15,51.1,19.0,19.0,,,,"2023-02-16 08:27","2023-02-16 08:27",2/7/2023,,,0,0,0,2500,93.11%,283,97.13%,2500,202,Escavalier,,0,79.61%,836,97.25%,142000,334,Escavalier,,0,,,,,,,,,
306,Marill,,183,♂,30,39,11,11,9,68.9,3.0,3.0,,,,"2023-02-16 08:03","2023-02-16 08:03",2/7/2023,,,0,0,0,400,41.78%,2385,93.97%,269200,325,Azumarill,,0,85.62%,590,92.18%,519200,325,Azumarill,,0,84.42%,639,90.07%,519200,300,Marill,,0,
307,Castform,Sunny,351,♀,575,90,11,7,15,73.3,13.0,13.0,,,,"2023-02-16 08:00","2023-02-16 08:00",11/19/2022,,,0,0,0,1600,44.79%,2262,94.83%,205800,210,Castform,Sunny,0,88.30%,480,92.34%,502800,276,Castform,Sunny,0,,,,,,,,,
308,Castform,Sunny,351,♀,675,92,13,15,7,77.8,15.0,15.0,,,,"2023-02-16 08:00","2023-02-16 08:00",11/19/2022,,,0,0,0,1900,36.73%,2592,94.34%,182400,180,Castform,Sunny,0,95.34%,192,94.30%,496400,268,Castform,Sunny,0,,,,,,,,,
309,Leafeon,,470,♂,644,66,11,11,14,80.0,8.0,8.0,,,,"2023-02-16 07:37","2023-02-16 07:37",2/7/2023,,,0,0,1,800,44.44%,2276,94.57%,29200,34,Leafeon,,0,66.08%,1390,96.65%,123600,116,Leafeon,,0,,,,,,,,,
310,Ponyta,Normal,77,♀,1006,95,13,2,15,66.7,22.0,22.0,,,,"2023-02-16 07:19","2023-02-16 07:19",2/16/2023,,,0,0,0,3000,33.50%,2724,94.08%,134000,130,Ponyta,Normal,0,45.98%,2213,95.44%,326000,288,Rapidash,Normal,0,,,,,,,,,
311,Meloetta,Aria,648,,1649,123,10,11,13,75.6,15.0,15.0,,,,"2023-02-16 07:19","2023-02-16 07:19",2/15/2023,,,0,0,0,1900,,,,,,,,,56.58%,1779,95.77%,35400,33,Meloetta,Aria,0,,,,,,,,,
312,Ponyta,Normal,77,♂,782,83,12,5,15,71.1,17.0,17.0,,,,"2023-02-16 07:19","2023-02-16 07:19",2/15/2023,,,0,0,0,2200,37.61%,2556,94.03%,24800,72,Rapidash,Normal,0,47.13%,2166,95.49%,338800,310,Rapidash,Normal,0,,,,,,,,,
313,Loudred,,294,♀,550,109,11,14,15,88.9,15.0,15.0,,,,"2023-02-16 07:19","2023-02-16 07:19",2/15/2023,,,0,0,0,1900,98.80%,50,96.30%,496400,268,Loudred,,0,95.58%,182,98.04%,410400,318,Exploud,,0,,,,,,,,,
314,Marill,,183,♀,278,118,10,6,6,48.9,25.0,25.0,,,,"2023-02-16 07:18","2023-02-16 07:18",2/15/2023,,,0,0,0,4000,20.85%,3242,92.65%,236000,245,Azumarill,,0,55.85%,1809,87.72%,444000,245,Azumarill,,0,59.49%,1660,82.30%,444000,220,Marill,,0,
315,Geodude,Normal,74,♂,1102,98,15,4,11,66.7,33.0,33.0,,,,"2023-02-16 07:18","2023-02-16 07:18",2/15/2023,,,0,0,3,7000,83.66%,670,90.06%,366000,150,Geodude,Normal,0,79.88%,825,91.07%,366000,175,Graveler,Normal,0,,,,,,,,,
316,Eevee,,133,♂,291,68,13,7,15,77.8,10.0,10.0,,,,"2023-02-16 07:18","2023-02-16 07:18",2/15/2023,,,0,0,2,1000,87.28%,522,96.70%,21200,51,Espeon,,0,63.20%,1508,96.54%,120000,137,Leafeon,,0,35.02%,2662,91.47%,21200,26,Eevee,,0,
317,Oddish,,43,♂,477,68,10,9,4,51.1,15.0,15.0,,,,"2023-02-16 07:18","2023-02-16 07:18",2/15/2023,,,0,0,0,1900,34.38%,2688,94.42%,48900,170,Bellossom,,0,34.63%,2678,95.12%,322400,393,Vileplume,,0,32.50%,2765,91.40%,1900,2,Oddish,,0,
318,Furfrou,,676,♀,893,99,15,14,11,88.9,15.0,15.0,,,,"2023-02-16 07:18","2023-02-16 07:18",2/15/2023,,,0,0,0,1900,,,,,,,,,98.97%,43,97.63%,496400,268,Furfrou,,0,,,,,,,,,U
319,Karrablast,,588,♀,417,75,8,1,14,51.1,14.0,14.0,,,,"2023-02-16 07:17","2023-02-16 07:17",2/15/2023,,,0,0,0,1600,19.27%,3307,93.08%,19600,220,Escavalier,,0,47.30%,2159,95.98%,154600,346,Escavalier,,0,25.69%,3044,91.09%,8900,10,Karrablast,,0,
320,Geodude,Normal,74,♀,385,58,10,12,13,77.8,11.0,11.0,Tackle,Rock Slide,,"2023-02-16 07:17","2023-02-16 07:17",2/15/2023,32.88kg,0.47m,0,0,0,1300,45.01%,2253,94.65%,93500,115,Graveler,Normal,0,51.23%,1998,95.98%,118000,235,Golem,Normal,0,56.90%,1766,93.37%,8400,12,Geodude,Normal,0,
321,Frillish,,592,♂,508,80,10,14,10,75.6,15.0,15.0,,,,"2023-02-16 07:16","2023-02-16 07:16",2/14/2023,,,0,0,0,1900,32.92%,2748,94.14%,38400,86,Jellicent,,0,92.53%,307,97.60%,452400,318,Jellicent,,0,,,,,,,,,
322,Frillish,,592,♂,517,80,14,10,10,75.6,15.0,15.0,,,,"2023-02-16 07:16","2023-02-16 07:16",2/14/2023,,,0,0,0,1900,37.24%,2571,94.36%,38400,86,Jellicent,,0,74.14%,1060,96.16%,424400,318,Jellicent,,0,,,,,,,,,
323,Frillish,,592,♀,524,83,12,14,15,91.1,15.0,15.0,,,,"2023-02-16 07:16","2023-02-16 07:16",2/14/2023,,,0,0,0,1900,38.46%,2521,94.42%,35400,83,Jellicent,,0,97.39%,108,98.48%,410400,318,Jellicent,,0,,,,,,,,,
324,Raichu,Normal,26,♀,911,85,14,12,11,82.2,15.0,15.0,,,,"2023-02-16 07:15","2023-02-16 07:15",2/13/2023,,,0,0,0,1900,42.32%,2363,94.06%,48900,45,Raichu,Normal,0,96.04%,163,95.66%,496400,268,Raichu,Normal,0,,,,,,,,,
325,Oddish,,43,♀,230,46,15,14,5,75.6,7.0,7.0,Razor Leaf,Sludge Bomb,,"2023-02-16 07:15","2023-02-16 07:15",2/12/2023,5.04kg,0.48m,0,0,0,800,35.36%,2648,94.46%,45200,173,Vileplume,,0,87.77%,502,96.64%,500200,417,Bellossom,,0,73.11%,1102,93.88%,1600,127,Bellossom,,0,
326,Flabébé,,669,♀,397,67,9,4,3,35.6,15.0,15.0,,,,"2023-02-16 07:14","2023-02-16 07:14",2/12/2023,,,0,0,0,1900,52.26%,1956,94.79%,9800,135,Florges,,0,12.45%,3586,93.94%,86400,203,Florges,,0,9.82%,3694,89.42%,14200,14,Flabébé,,0,
327,Furfrou,,676,♀,866,97,12,13,7,71.1,15.0,15.0,,,,"2023-02-16 07:14","2023-02-16 07:14",2/11/2023,,,0,0,0,1900,,,,,,,,,86.98%,534,93.09%,496400,268,Furfrou,,0,,,,,,,,,U
328,Swinub,,220,♂,367,91,3,5,13,46.7,21.0,21.0,,,,"2023-02-16 07:14","2023-02-16 07:14",2/11/2023,,,0,0,0,3000,75.21%,1016,96.24%,22500,46,Piloswine,,0,87.99%,493,97.16%,55500,175,Mamoswine,,0,78.27%,891,94.34%,55500,50,Swinub,,0,
329,Chimchar,,390,♂,174,47,12,10,9,68.9,7.0,7.0,,,,"2023-02-16 07:14","2023-02-16 07:14",2/11/2023,,,0,0,0,800,43.27%,2324,94.42%,275200,317,Monferno,,0,45.13%,2248,95.72%,227200,363,Infernape,,0,50.65%,2022,92.66%,37700,42,Chimchar,,0,
330,Kricketune,,402,♀,691,100,13,15,10,84.4,15.0,15.0,,,,"2023-02-16 07:14","2023-02-16 07:14",2/11/2023,,,0,0,0,1900,60.02%,1638,95.29%,158400,150,Kricketune,,0,98.61%,58,96.49%,496400,268,Kricketune,,0,,,,,,,,,
331,Eevee,,133,♂,769,106,11,12,7,66.7,27.0,27.0,,,,"2023-02-11 09:27","2023-02-11 09:27",2/9/2023,,,0,0,1,4500,83.76%,666,89.50%,428000,206,Eevee,,0,54.97%,1845,96.17%,33000,53,Flareon,,0,,,,,,,,,
332,Inkay,,686,♂,506,91,12,13,12,82.2,20.0,20.0,,,,"2023-02-09 16:32","2023-02-09 16:32",2/2/2023,,,0,0,0,2500,32.28%,2774,94.16%,14000,63,Malamar,,0,87.89%,497,96.82%,389000,298,Malamar,,0,,,,,,,,,
333,Magnemite,,81,,806,59,13,10,0,51.1,23.0,23.0,,,,"2023-02-09 16:23","2023-02-09 16:23",2/3/2023,,,0,0,0,3500,37.92%,2543,84.90%,458000,232,Magnemite,,0,25.32%,3059,94.60%,48000,167,Magnezone,,0,,,,,,,,,
334,Magnemite,,81,,241,37,4,7,14,55.6,7.0,7.0,,,,"2023-02-09 16:23","2023-02-09 16:23",2/3/2023,,,0,0,0,800,96.68%,137,97.93%,28600,159,Magnezone,,0,86.86%,539,97.25%,105200,227,Magnezone,,0,89.47%,432,95.82%,15600,20,Magnemite,,0,
335,Numel,,322,♀,729,111,13,13,12,84.4,25.0,25.0,,,,"2023-02-09 15:10","2023-02-09 15:10",1/31/2023,,,0,2,0,3600,97.70%,95,95.05%,399600,210,Numel,,2,97.31%,111,95.86%,399600,255,Camerupt,,2,,,,,,,,,
336,Fearow,,22,♀,1161,105,15,10,10,77.8,21.0,21.0,,,,"2023-02-07 19:12","2023-02-07 19:12",10/1/2016,,,0,0,3,3000,43.27%,2324,94.36%,42000,38,Fearow,,0,92.97%,289,94.03%,470000,244,Fearow,,0,,,,,,,,,
337,Beedrill,Normal,15,♂,1055,101,15,12,2,64.4,21.0,21.0,,,,"2023-02-07 19:12","2023-02-07 19:12",11/12/2016,,,0,0,3,3000,2.47%,3995,92.01%,65000,58,Beedrill,Normal,0,78.17%,895,90.70%,470000,244,Beedrill,Normal,0,,,,,,,,,
338,Fennekin,,653,♀,301,60,4,4,10,40.0,12.0,12.0,,,,"2023-02-07 19:12","2023-02-07 19:12",1/21/2023,,,0,0,0,1300,80.32%,807,96.80%,167400,187,Braixen,,0,68.60%,1287,96.85%,127400,243,Delphox,,0,44.59%,2270,92.13%,27900,30,Fennekin,,0,
339,Shelmet,,616,♂,627,109,7,15,15,82.2,29.0,29.0,,,,"2023-02-07 19:12","2023-02-07 19:12",8/12/2022,,,0,0,0,5000,89.55%,429,90.80%,410000,190,Shelmet,,0,94.80%,214,98.29%,260000,390,Accelgor,,0,,,,,,,,,
340,Ferroseed,,597,♂,515,85,4,4,7,33.3,23.0,23.0,,,,"2023-02-07 19:12","2023-02-07 19:12",1/31/2023,,,0,0,0,3500,65.27%,1423,95.54%,14000,62,Ferrothorn,,0,19.93%,3280,90.00%,458000,282,Ferrothorn,,0,,,,,,,,,
341,Ralts,,280,♂,194,52,7,11,3,46.7,15.0,15.0,,,,"2023-02-07 19:12","2023-02-07 19:12",8/5/2022,,,0,0,0,1900,37.19%,2573,94.19%,12000,137,Gardevoir,Normal,0,59.07%,1677,96.42%,106400,219,Gardevoir,Normal,0,73.89%,1070,91.98%,438400,268,Ralts,,0,
342,Meowth,Alola,52,♀,436,77,14,13,9,80.0,20.0,20.0,,,,"2023-02-07 19:11","2023-02-07 19:11",8/30/2019,,,0,0,0,2500,36.29%,2610,94.22%,85000,124,Persian,Alola,0,95.60%,181,94.81%,475000,298,Persian,Alola,0,18.58%,3335,89.56%,14000,13,Meowth,Alola,0,
343,Blitzle,,522,,167,48,14,13,12,86.7,7.0,7.0,,,,"2023-02-07 19:10","2023-02-07 19:10",2/4/2023,,,0,0,0,800,71.16%,1182,96.10%,51200,104,Zebstrika,,0,53.72%,1896,95.40%,341200,342,Zebstrika,,0,25.57%,3049,90.38%,40200,44,Blitzle,,0,
344,Diglett,Alola,50,♂,371,47,12,13,13,84.4,20.0,20.0,,,,"2023-02-07 19:10","2023-02-07 19:10",9/8/2022,,,1,0,0,1250,33.31%,2732,94.14%,28000,100,Dugtrio,Alola,0,97.90%,87,96.43%,237500,298,Dugtrio,Alola,0,57.53%,1740,92.67%,21500,38,Diglett,Alola,0,
345,Ralts,,280,♀,201,52,12,8,3,51.1,15.0,15.0,,,,"2023-02-07 19:10","2023-02-07 19:10",10/22/2022,,,0,0,0,1900,48.47%,2111,94.73%,12000,137,Gardevoir,Normal,0,17.17%,3393,94.61%,96400,211,Gardevoir,Normal,0,41.78%,2385,88.75%,358400,268,Ralts,,0,
346,Froakie,,656,,412,70,12,13,15,88.9,15.0,15.0,,,,"2023-02-07 19:10","2023-02-07 19:10",1/4/2023,,,0,0,0,1900,84.00%,656,96.99%,21400,145,Greninja,,0,71.04%,1187,96.96%,190400,315,Greninja,,0,71.79%,1156,93.97%,12000,12,Froakie,,0,
347,Arbok,,24,♂,942,94,4,10,7,46.7,19.0,19.0,,,,"2023-02-07 19:09","2023-02-07 19:09",8/5/2016,,,0,0,0,0,91.55%,347,97.67%,85000,74,Arbok,,0,46.69%,2184,87.31%,480000,252,Arbok,,0,,,,,,,,,
348,Farfetch'd,Galarian,83,♂,696,79,12,14,12,84.4,15.0,15.0,,,,"2023-02-07 19:09","2023-02-07 19:09",12/17/2022,,,1,0,0,0,94.36%,232,97.61%,6000,62,Sirfetch'd,,0,24.00%,3113,94.87%,45700,132,Sirfetch'd,,0,,,,,,,,,
349,Inkay,,686,,610,102,12,12,15,86.7,24.0,24.0,,,,"2023-02-07 19:09","2023-02-07 19:09",,,,0,0,0,0,97.44%,106,94.69%,451000,226,Inkay,,0,87.77%,502,96.80%,352000,276,Malamar,,0,,,,,,,,,
350,Inkay,,686,♂,756,111,15,13,13,91.1,29.0,29.0,,,,"2023-02-07 19:08","2023-02-07 19:08",11/12/2022,,,1,0,0,2250,99.49%,22,97.43%,205000,190,Inkay,,0,85.20%,607,96.58%,142500,240,Malamar,,0,,,,,,,,,
351,Pumpkaboo,Small,710,♀,662,83,12,13,13,84.4,20.0,20.0,,,,"2023-02-07 19:07","2023-02-07 19:07",10/22/2022,,,1,0,0,1250,22.34%,3181,93.21%,10250,219,Gourgeist,Small,0,97.90%,87,98.21%,237500,448,Gourgeist,Small,0,,,,,,,,,
352,Poliwag,,60,♀,539,88,14,7,15,80.0,24.0,24.0,,,,"2023-02-02 19:19","2023-02-02 19:19",12/8/2022,,,0,0,0,3500,73.60%,1082,94.84%,365000,251,Poliwhirl,,0,40.05%,2456,94.82%,277000,351,Politoed,,0,,,,,,,,,
353,Whismur,,293,♀,10,15,4,10,3,37.8,1.0,1.0,Pound,Disarming Voice,,"2023-02-02 17:09","2023-02-02 15:33",11/14/2022,16.87kg,0.55m,0,0,0,200,72.09%,1144,95.78%,72500,143,Exploud,,0,34.16%,2697,92.49%,520000,366,Exploud,,0,88.30%,480,95.76%,23600,48,Loudred,,0,
354,Wobbuffet,,202,♀,12,36,7,5,5,37.8,1.0,1.0,,,,"2023-02-02 17:09","2023-02-02 15:30",1/1/2023,,,0,0,0,200,36.21%,2613,79.98%,520000,304,Wobbuffet,,0,36.21%,2613,79.98%,520000,304,Wobbuffet,,0,50.28%,2037,90.96%,45000,56,Wobbuffet,,0,
